Timestamp,Power (W)
2025-05-07 15:50:50,7007.038818359375
2025-05-07 15:50:56,7024.864562988281
2025-05-07 15:51:02,7107.604736328125
2025-05-07 15:51:09,7032.330261230469
2025-05-07 15:51:15,7098.1961669921875
2025-05-07 15:51:21,7075.32177734375
2025-05-07 15:51:27,7060.273193359375
2025-05-07 15:51:33,7034.5245361328125
2025-05-07 15:51:39,7014.3302001953125
2025-05-07 15:51:45,7114.6533203125
2025-05-07 15:51:51,7064.418884277344
2025-05-07 15:51:57,7108.2161865234375
2025-05-07 15:52:03,7051.176025390625
2025-05-07 15:52:09,7007.08740234375
2025-05-07 15:52:16,6969.901550292969
2025-05-07 15:52:22,7046.156005859375
2025-05-07 15:52:28,7069.9532470703125
2025-05-07 15:52:34,7075.43896484375
2025-05-07 15:52:40,7039.398864746094
2025-05-07 15:52:46,7010.7188720703125
2025-05-07 15:52:52,6979.97021484375
2025-05-07 15:52:58,7019.010314941406
2025-05-07 15:53:05,7018.864562988281
2025-05-07 15:53:10,7034.7188720703125
2025-05-07 15:53:17,7066.8074951171875
2025-05-07 15:53:23,7018.864562988281
2025-05-07 15:53:29,6998.844482421875
2025-05-07 15:53:35,7060.224609375
2025-05-07 15:53:41,7094.1190185546875
2025-05-07 15:53:47,7048.447448730469
2025-05-07 15:53:53,7038.961730957031
2025-05-07 15:53:59,7036.4473876953125
2025-05-07 15:54:05,6993.164489746094
2025-05-07 15:54:11,7090.536071777344
2025-05-07 15:54:17,7048.7388916015625
2025-05-07 15:54:24,7035.01025390625
2025-05-07 15:54:30,7065.564636230469
2025-05-07 15:54:36,6996.601623535156
2025-05-07 15:54:42,7040.350341796875
2025-05-07 15:54:48,7067.9532470703125
2025-05-07 15:54:54,7052.9332275390625
2025-05-07 15:55:00,7040.447448730469
2025-05-07 15:55:06,7027.6217041015625
2025-05-07 15:55:12,7058.147521972656
2025-05-07 15:55:19,6995.018737792969
2025-05-07 15:55:25,7056.176025390625
2025-05-07 15:55:31,7019.08740234375
2025-05-07 15:55:37,7010.135925292969
2025-05-07 15:55:43,7042.7674560546875
2025-05-07 15:55:49,7111.827575683594
2025-05-07 15:55:55,7037.350280761719
2025-05-07 15:56:01,7060.467529296875
2025-05-07 15:56:07,6974.97021484375
2025-05-07 15:56:13,7050.8360595703125
2025-05-07 15:56:19,7012.3101806640625
2025-05-07 15:56:25,7005.3302001953125
2025-05-07 15:56:32,7029.961730957031
2025-05-07 15:56:37,7079.147521972656
2025-05-07 15:56:44,7121.2847900390625
2025-05-07 15:56:50,6997.038818359375
2025-05-07 15:56:56,7073.0504150390625
2025-05-07 15:57:02,7146.256286621094
2025-05-07 15:57:08,7092.196105957031
2025-05-07 15:57:14,7044.981750488281
2025-05-07 15:57:20,7061.370361328125
2025-05-07 15:57:26,6961.755798339844
2025-05-07 15:57:32,7069.9818115234375
2025-05-07 16:08:50,7041.9130859375
2025-05-07 16:08:57,7002.990234375
2025-05-07 16:09:03,7064.758972167969
2025-05-07 16:09:09,7052.661804199219
2025-05-07 16:09:15,6992.4073486328125
2025-05-07 16:09:21,7053.544616699219
2025-05-07 16:09:27,7078.681884765625
2025-05-07 16:09:33,7041.350280761719
2025-05-07 16:09:39,7065.127502441406
2025-05-07 16:09:45,7079.51611328125
2025-05-07 16:09:51,7068.176025390625
2025-05-07 16:09:57,7009.164489746094
2025-05-07 16:10:03,7051.3988037109375
2025-05-07 16:10:10,7005.941650390625
2025-05-07 16:10:16,7015.281677246094
2025-05-07 16:10:22,7077.9532470703125
2025-05-07 16:10:28,7017.5731201171875
2025-05-07 16:10:34,7070.370361328125
2025-05-07 16:10:40,7045.6903076171875
2025-05-07 16:10:46,7006.7474365234375
